GraduatedYr,FacName,FacName.1,gender,AgeGrad,Nationality,EntryChannel,MUET,Program,CGPA,YearEntry,YearGrad,Status,JobGroup,jobassurance,JobStatusCategory,JobIncome,JobNumber
2021,FP,Fac2,Female,27,Malaysian,Diploma,Band 3,BACELOR SAINS HORTIKULTUR,3.33,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Female,27,Malaysian,Diploma,Band 2,BACELOR SAINS HORTIKULTUR,2.89,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Female,25,Malaysian,Diploma,Band 3,BACELOR SAINS HORTIKULTUR,3.29,2017,2021,Bekerja separa masa,Pekerja Sokongan Perkeranian,Private workers (including NGOs),Temporary,"RM1,000 dan ke bawah",Pertama
2021,FP,Fac2,Female,25,Malaysian,Diploma,Band 3,BACELOR SAINS HORTIKULTUR,2.99,2017,2021,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Permanent,"RM1,001- RM1,500",Ke- 2
2021,FP,Fac2,Male,25,Malaysian,Diploma,Band 3,BACELOR SAINS HORTIKULTUR,3.26,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Female,25,Malaysian,Diploma,Band 2,BACELOR SAINS HORTIKULTUR,2.95,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Male,23,Malaysian,Asasi UPM,Band 3,BACELOR SAINS HORTIKULTUR,3.56,2017,2021,Bekerja/Usahawan/Freelance (SKPG 2.0- recode),Pekerjaan Asas,Private workers (including NGOs),Temporary,"RM1,501- RM2,000",Pertama
2021,FP,Fac2,Female,23,Malaysian,Asasi UPM,Band 3,BACELOR SAINS HORTIKULTUR,3.64,2017,2021,Bekerja separa masa,Profesional,Private workers (including NGOs),Temporary,"RM1,001- RM1,500",Pertama
2021,FP,Fac2,Male,23,Malaysian,Asasi UPM,Band 3,BACELOR SAINS HORTIKULTUR,3.6,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Female,23,Malaysian,Asasi UPM,Band 4,BACELOR SAINS HORTIKULTUR,3.78,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Female,23,Malaysian,Asasi UPM,Band 4,BACELOR SAINS HORTIKULTUR,3.53,2017,2021,Bekerja sepenuh masa,Pekerja Perkhidmatan dan Jualan,Private workers (including NGOs),Temporary,"RM1,001- RM1,500",Pertama
2021,FP,Fac2,Female,23,Malaysian,Asasi UPM,Band 4,BACELOR SAINS HORTIKULTUR,3.6,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Male,23,Malaysian,Asasi UPM,Band 4,BACELOR SAINS HORTIKULTUR,3.62,2017,2021,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Contract,"RM1,501- RM2,000",Pertama
2021,FP,Fac2,Female,23,Malaysian,Asasi UPM,Band 4,BACELOR SAINS HORTIKULTUR,3.87,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Female,26,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 2,BACELOR SAINS HORTIKULTUR,3.44,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Female,23,Malaysian,Matrikulasi KPM,Band 4,BACELOR SAINS HORTIKULTUR,3.66,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Female,27,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 2,BACELOR SAINS HORTIKULTUR,3.44,2017,2021,Bekerja/Usahawan/Freelance (SKPG 2.0- recode),Pekerjaan Asas,Self-employed/Freelance,Not applicable,"RM1,001- RM1,500",-2
2021,FP,Fac2,Male,25,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 2,BACELOR SAINS HORTIKULTUR,3.05,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Female,23,Malaysian,Matrikulasi KPM,Band 4,BACELOR SAINS HORTIKULTUR,3.84,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Male,26,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 2,BACELOR SAINS HORTIKULTUR,3.42,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Male,26,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 2,BACELOR SAINS HORTIKULTUR,3.48,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Female,23,Malaysian,Matrikulasi KPM,Band 3,BACELOR SAINS HORTIKULTUR,3.72,2017,2021,Bekerja/Usahawan/Freelance (SKPG 2.0- recode),Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Permanent,"RM2,001- RM2,500",Pertama
2021,FP,Fac2,Female,26,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 3,BACELOR SAINS HORTIKULTUR,3.59,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Male,26,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 2,BACELOR SAINS HORTIKULTUR,3.27,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Female,25,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 4,BACELOR SAINS HORTIKULTUR,3.66,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Female,25,Malaysian,Diploma,Band 3,BACELOR SAINS HORTIKULTUR,3.45,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Female,23,Malaysian,Matrikulasi KPM,Band 3,BACELOR SAINS HORTIKULTUR,3.39,2017,2021,Bekerja sepenuh masa,Pengurus,Private workers (including NGOs),Contract,"RM1,001- RM1,500",Pertama
2021,FP,Fac2,Male,24,Malaysian,STPM Aliran Sains,Band 3,BACELOR SAINS HORTIKULTUR,3.52,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Male,25,Malaysian,Asasi UPM,Band 3,BACELOR SAINS PENGURUSAN PERLADANGAN,3.33,2015,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Male,24,Malaysian,Matrikulasi KPM,Band 3,BACELOR SAINS PENGURUSAN PERLADANGAN,3.57,2016,2021,Bekerja/Usahawan/Freelance (SKPG 2.0- recode),Pekerja Sokongan Perkeranian,Private workers (including NGOs),Permanent,"RM1,501- RM2,000",Pertama
2021,FP,Fac2,Male,24,Malaysian,Matrikulasi KPM,Band 3,BACELOR SAINS PENGURUSAN PERLADANGAN,3.64,2016,2021,Bekerja sepenuh masa,Pengurus,Private workers (including NGOs),Permanent,"RM2,001- RM2,500",Pertama
2021,FP,Fac2,Male,26,Malaysian,Diploma,Band 3,BACELOR SAINS PENGURUSAN PERLADANGAN,3.49,2016,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Male,25,Malaysian,Diploma,Band 3,BACELOR SAINS PENGURUSAN PERLADANGAN,3.42,2017,2021,Bekerja/Usahawan/Freelance (SKPG 2.0- recode),Pengurus,Self-employed/Freelance,Not applicable,"RM3,001- RM4,000",-2
2021,FP,Fac2,Male,26,Malaysian,Diploma,Band 2,BACELOR SAINS PENGURUSAN PERLADANGAN,3.43,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Male,25,Malaysian,Diploma,Band 4,BACELOR SAINS PENGURUSAN PERLADANGAN,3.76,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Male,26,Malaysian,Diploma,Band 3,BACELOR SAINS PENGURUSAN PERLADANGAN,3.29,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Male,30,Malaysian,Diploma,Band 3,BACELOR SAINS PENGURUSAN PERLADANGAN,3.62,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Male,23,Malaysian,Asasi UPM,Band 3,BACELOR SAINS PENGURUSAN PERLADANGAN,3.68,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Male,23,Malaysian,Asasi UPM,Band 3,BACELOR SAINS PENGURUSAN PERLADANGAN,3.73,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Male,23,Malaysian,Asasi UPM,Band 3,BACELOR SAINS PENGURUSAN PERLADANGAN,3.73,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Male,23,Malaysian,Asasi UPM,Band 2,BACELOR SAINS PENGURUSAN PERLADANGAN,3.53,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Male,23,Malaysian,Asasi UPM,Band 3,BACELOR SAINS PENGURUSAN PERLADANGAN,3.86,2017,2021,Bekerja sepenuh masa,"Pekerja Mahir Pertanian, Perhutanan dan Perikanan",Private workers (including NGOs),Contract,"RM1,001- RM1,500",Ke- 2
2021,FP,Fac2,Male,23,Malaysian,Asasi UPM,Band 3,BACELOR SAINS PENGURUSAN PERLADANGAN,3.39,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Male,23,Malaysian,Asasi UPM,Band 4,BACELOR SAINS PENGURUSAN PERLADANGAN,3.58,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Male,23,Malaysian,Asasi UPM,Band 3,BACELOR SAINS PENGURUSAN PERLADANGAN,3.73,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Male,23,Malaysian,Asasi UPM,Band 4,BACELOR SAINS PENGURUSAN PERLADANGAN,3.75,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Male,23,Malaysian,Asasi UPM,Band 3,BACELOR SAINS PENGURUSAN PERLADANGAN,3.51,2017,2021,Bekerja/Usahawan/Freelance (SKPG 2.0- recode),Pengurus,Private workers (including NGOs),Contract,"RM1,501- RM2,000",Ke- 2
2021,FP,Fac2,Male,23,Malaysian,Matrikulasi KPM,Band 4,BACELOR SAINS PENGURUSAN PERLADANGAN,3.51,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Male,23,Malaysian,Matrikulasi KPM,Band 4,BACELOR SAINS PENGURUSAN PERLADANGAN,3.42,2017,2021,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Contract,"RM2,501- RM3,000",Ke- 2
2021,FP,Fac2,Male,23,Malaysian,Matrikulasi KPM,Band 2,BACELOR SAINS PENGURUSAN PERLADANGAN,3.43,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Male,27,Malaysian,Diploma,Band 3,BACELOR SAINS PERNIAGAANTANI,2.93,2016,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Male,24,Malaysian,Asasi UPM,Band 4,BACELOR SAINS PERNIAGAANTANI,3.82,2016,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Male,29,Malaysian,Diploma,Band 2,BACELOR SAINS PERNIAGAANTANI,2.84,2016,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Male,25,Malaysian,Diploma,Band 3,BACELOR SAINS PERNIAGAANTANI,2.92,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Female,25,Malaysian,Diploma,Band 3,BACELOR SAINS PERNIAGAANTANI,3.44,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Female,25,Malaysian,Diploma,Band 2,BACELOR SAINS PERNIAGAANTANI,3.19,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Male,25,Malaysian,Diploma,Band 3,BACELOR SAINS PERNIAGAANTANI,2.85,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Male,25,Malaysian,Diploma,Band 4,BACELOR SAINS PERNIAGAANTANI,3.55,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Female,25,Malaysian,Diploma,Band 3,BACELOR SAINS PERNIAGAANTANI,3.6,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Male,25,Malaysian,Diploma,Band 3,BACELOR SAINS PERNIAGAANTANI,3.33,2017,2021,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Contract,"RM1,501- RM2,000",Pertama
2021,FP,Fac2,Female,25,Malaysian,Diploma,Band 3,BACELOR SAINS PERNIAGAANTANI,3.49,2017,2021,Bekerja/Usahawan/Freelance (SKPG 2.0- recode),Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Permanent,"RM2,001- RM2,500",Pertama
2021,FP,Fac2,Female,25,Malaysian,Diploma,Band 4,BACELOR SAINS PERNIAGAANTANI,3.59,2017,2021,Bekerja sepenuh masa,Pengurus,Private workers (including NGOs),Temporary,"RM1,501- RM2,000",11
2021,FP,Fac2,Male,25,Malaysian,Diploma,Band 4,BACELOR SAINS PERNIAGAANTANI,3.2,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Female,26,Malaysian,Diploma,Band 3,BACELOR SAINS PERNIAGAANTANI,3.34,2017,2021,Bekerja/Usahawan/Freelance (SKPG 2.0- recode),Pekerja Perkhidmatan dan Jualan,Private workers (including NGOs),Temporary,"RM2,001- RM2,500",Pertama
2021,FP,Fac2,Female,23,Malaysian,Asasi UPM,Band 3,BACELOR SAINS PERNIAGAANTANI,3.57,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Female,23,Malaysian,Tamhidi USIM,Band 3,BACELOR SAINS PERNIAGAANTANI,3.5,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Female,23,Malaysian,Matrikulasi KPM,Band 3,BACELOR SAINS PERNIAGAANTANI,3.44,2017,2021,Bekerja/Usahawan/Freelance (SKPG 2.0- recode),Pekerja Sokongan Perkeranian,Private workers (including NGOs),Contract,"RM2,001- RM2,500",Pertama
2021,FP,Fac2,Female,24,Malaysian,STPM Aliran Sastera,Band 3,BACELOR SAINS PERNIAGAANTANI,3.18,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Male,23,Malaysian,Tamhidi USIM,Band 3,BACELOR SAINS PERNIAGAANTANI,3.56,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Male,23,Malaysian,Matrikulasi KPM,Band 4,BACELOR SAINS PERNIAGAANTANI,3.59,2017,2021,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Contract,"RM1,501- RM2,000",Pertama
2021,FP,Fac2,Male,23,Malaysian,Matrikulasi KPM,Band 3,BACELOR SAINS PERNIAGAANTANI,3.55,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Female,23,Malaysian,Tamhidi USIM,Band 3,BACELOR SAINS PERNIAGAANTANI,3.43,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Female,23,Malaysian,Matrikulasi KPM,Band 2,BACELOR SAINS PERNIAGAANTANI,3.54,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Female,23,Malaysian,Tamhidi USIM,Band 3,BACELOR SAINS PERNIAGAANTANI,3.52,2017,2021,Bekerja/Usahawan/Freelance (SKPG 2.0- recode),Pekerja Sokongan Perkeranian,Private workers (including NGOs),Permanent,"RM1,001- RM1,500",Pertama
2021,FP,Fac2,Female,24,Malaysian,Matrikulasi KPM,Band 4,BACELOR SAINS PERNIAGAANTANI,3.61,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Female,23,Malaysian,Matrikulasi KPM,Band 3,BACELOR SAINS PERNIAGAANTANI,3.6,2017,2021,Bekerja sepenuh masa,Pekerjaan Asas,Private workers (including NGOs),Temporary,"RM1,001- RM1,500",Pertama
2021,FP,Fac2,Female,23,Malaysian,Tamhidi USIM,Band 4,BACELOR SAINS PERNIAGAANTANI,3.54,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Female,24,Malaysian,STPM Aliran Sains,Band 4,BACELOR SAINS PERNIAGAANTANI,3.82,2017,2021,Bekerja sepenuh masa,Pekerja Sokongan Perkeranian,Private workers (including NGOs),Permanent,"RM1,001- RM1,500",Pertama
2021,FP,Fac2,Female,23,Malaysian,Matrikulasi KPM,Band 4,BACELOR SAINS PERNIAGAANTANI,3.36,2017,2021,Bekerja sepenuh masa,Pekerja Sokongan Perkeranian,Private workers (including NGOs),Permanent,"RM1,501- RM2,000",Pertama
2021,FP,Fac2,Male,23,Malaysian,Matrikulasi KPM,Band 4,BACELOR SAINS PERNIAGAANTANI,3.51,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Female,23,Malaysian,Tamhidi USIM,Band 3,BACELOR SAINS PERNIAGAANTANI,3.33,2017,2021,Bekerja separa masa,Pekerjaan Asas,Private workers (including NGOs),Temporary,"RM1,000 dan ke bawah",Pertama
2021,FP,Fac2,Female,23,Malaysian,Matrikulasi KPM,Band 3,BACELOR SAINS PERNIAGAANTANI,3.63,2017,2021,Bekerja sepenuh masa,Pengurus,Private workers (including NGOs),Temporary,"RM1,501- RM2,000",Pertama
2021,FP,Fac2,Female,24,Malaysian,Lain-lain,Band 2,BACELOR SAINS PERNIAGAANTANI,3.37,2017,2021,Bekerja sepenuh masa,Pekerja Perkhidmatan dan Jualan,Private workers (including NGOs),Contract,"RM1,001- RM1,500",Pertama
2021,FP,Fac2,Male,24,Malaysian,STPM Aliran Sastera,Band 4,BACELOR SAINS PERNIAGAANTANI,3.44,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Male,25,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 4,BACELOR SAINS PERNIAGAANTANI,3.34,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Male,24,Malaysian,Matrikulasi KPM,Band 3,BACELOR SAINS PERTANIAN,3.46,2016,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Male,26,Malaysian,Diploma,Band 2,BACELOR SAINS PERTANIAN,3.14,2016,2021,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Contract,"RM1,001- RM1,500",Pertama
2021,FP,Fac2,Male,24,Malaysian,Asasi UPM,Band 4,BACELOR SAINS PERTANIAN,3.27,2016,2021,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Contract,"RM1,501- RM2,000",Pertama
2021,FP,Fac2,Female,23,Malaysian,Asasi UPM,Band 5,BACELOR SAINS PERTANIAN,3.54,2016,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Male,26,Malaysian,Diploma,Band 2,BACELOR SAINS PERTANIAN,3.51,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Female,27,Malaysian,Diploma,Band 2,BACELOR SAINS PERTANIAN,3.54,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Male,25,Malaysian,Diploma,Band 4,BACELOR SAINS PERTANIAN,3.61,2017,2021,Bekerja separa masa,Pekerjaan Asas,Work with family (no wages/salary),Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Female,25,Malaysian,Diploma,Band 2,BACELOR SAINS PERTANIAN,3.64,2017,2021,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Temporary,"RM1,501- RM2,000",Pertama
2021,FP,Fac2,Male,25,Malaysian,Diploma,Band 2,BACELOR SAINS PERTANIAN,3.67,2017,2021,Bekerja/Usahawan/Freelance (SKPG 2.0- recode),Juruteknik dan Profesional Bersekutu,Government employees,Permanent,"RM2,501- RM3,000",Pertama
2021,FP,Fac2,Male,25,Malaysian,Diploma,Band 3,BACELOR SAINS PERTANIAN,3.65,2017,2021,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Permanent,"RM2,501- RM3,000",Pertama
2021,FP,Fac2,Female,27,Malaysian,Diploma,Band 3,BACELOR SAINS PERTANIAN,3.35,2017,2021,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Government employees,Permanent,"RM1,501- RM2,000",Pertama
2021,FP,Fac2,Male,25,Malaysian,Diploma,Band 3,BACELOR SAINS PERTANIAN,3.46,2017,2021,Bekerja sepenuh masa,Pekerja Sokongan Perkeranian,Private workers (including NGOs),Contract,"RM1,501- RM2,000",Pertama
2021,FP,Fac2,Female,25,Malaysian,Diploma,Band 3,BACELOR SAINS PERTANIAN,3.56,2017,2021,Bekerja/Usahawan/Freelance (SKPG 2.0- recode),Pekerja Perkhidmatan dan Jualan,Self-employed/Freelance,Not applicable,"RM1,001- RM1,500",-2
2021,FP,Fac2,Female,25,Malaysian,Diploma,Band 3,BACELOR SAINS PERTANIAN,3.63,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Male,25,Malaysian,Diploma,Band 3,BACELOR SAINS PERTANIAN,3.75,2017,2021,Bekerja sepenuh masa,Pekerja Perkhidmatan dan Jualan,Private workers (including NGOs),Contract,"RM2,001- RM2,500",Pertama
2021,FP,Fac2,Male,25,Malaysian,Diploma,Band 4,BACELOR SAINS PERTANIAN,3.55,2017,2021,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Contract,"RM1,501- RM2,000",Pertama
2021,FP,Fac2,Female,25,Malaysian,Diploma,Band 4,BACELOR SAINS PERTANIAN,3.59,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Male,23,Malaysian,Asasi UPM,Band 4,BACELOR SAINS PERTANIAN,3.53,2017,2021,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Contract,"RM1,501- RM2,000",Ke- 2
2021,FP,Fac2,Male,23,Malaysian,Asasi UPM,Band 4,BACELOR SAINS PERTANIAN,3.64,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Female,23,Malaysian,Asasi UPM,Band 4,BACELOR SAINS PERTANIAN,3.82,2017,2021,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Government employees,Contract,"RM1,001- RM1,500",Pertama
2021,FP,Fac2,Male,23,Malaysian,Asasi UPM,Band 4,BACELOR SAINS PERTANIAN,3.74,2017,2021,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Permanent,"RM2,501- RM3,000",Pertama
2021,FP,Fac2,Female,23,Malaysian,Asasi UPM,Band 4,BACELOR SAINS PERTANIAN,3.9,2017,2021,Bekerja/Usahawan/Freelance (SKPG 2.0- recode),Pekerja Perkhidmatan dan Jualan,Private workers (including NGOs),Temporary,"RM1,001- RM1,500",Pertama
2021,FP,Fac2,Female,23,Malaysian,Asasi UPM,Band 4,BACELOR SAINS PERTANIAN,3.54,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Female,23,Malaysian,Asasi UPM,Band 4,BACELOR SAINS PERTANIAN,3.87,2017,2021,Bekerja separa masa,Pekerjaan Asas,Private workers (including NGOs),Temporary,"RM1,000 dan ke bawah",Ke- 2
2021,FP,Fac2,Female,23,Malaysian,Asasi UPM,Band 4,BACELOR SAINS PERTANIAN,3.78,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Female,23,Malaysian,Asasi UPM,Band 4,BACELOR SAINS PERTANIAN,3.82,2017,2021,Bekerja/Usahawan/Freelance (SKPG 2.0- recode),Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Contract,"RM1,001- RM1,500",Pertama
2021,FP,Fac2,Male,23,Malaysian,Asasi UPM,Band 4,BACELOR SAINS PERTANIAN,3.63,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Male,23,Malaysian,Asasi UPM,Band 4,BACELOR SAINS PERTANIAN,3.56,2017,2021,Bekerja sepenuh masa,Profesional,Self-employed/Freelance,Not applicable,"RM3,001- RM4,000",-2
2021,FP,Fac2,Male,23,Malaysian,Asasi UPM,Band 4,BACELOR SAINS PERTANIAN,3.55,2017,2021,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Contract,"RM2,001- RM2,500",Pertama
2021,FP,Fac2,Male,23,Malaysian,Asasi UPM,Band 3,BACELOR SAINS PERTANIAN,3.4,2017,2021,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Permanent,"RM2,001- RM2,500",Pertama
2021,FP,Fac2,Male,23,Malaysian,Asasi UPM,Band 4,BACELOR SAINS PERTANIAN,3.78,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Male,23,Malaysian,Asasi UPM,Band 3,BACELOR SAINS PERTANIAN,3.55,2017,2021,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2021,FP,Fac2,Male,23,Malaysian,Asasi UPM,Band 4,BACELOR SAINS PERTANIAN,3.76,2017,2021,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Government employees,Temporary,"RM1,001- RM1,500",Pertama
